,restaurant_name,address,review_score,price,categories,price_range,cuisines,diets,meals,features,tags,url,lat,lon,geometry,osmid
581,Elsie's Diner,"104 Shane St, Owen Sound, Ontario N4K 5N7 Canada",4.1,2.5,"['American', 'Diner', 'Canadian']",[],[],[],[],[],"['burger ', 'sundae ', 'fries ', 'fried chicken ', 'ice cream ', 'potatoes ', 'salad ', 'bite to eat ', 'great meal ', 'generous portions ', 'bruce peninsula ', 'all day breakfast ', 'milkshakes ', 'sixties ', 'chrome ', 'era ', 'kenzie ']",https://www.tripadvisor.ca/Restaurant_Review-g181743-d4848912-Reviews-Elsie_s_Diner-Owen_Sound_Grey_County_Ontario.html,44.56525408,-80.99149391,POINT (-80.99149391 44.56525408),581
582,Grey's Boot & Blade,"1135 2nd Ave E, Owen Sound, Ontario N4K 2J1 Canada",4.2,2.5,"['Diner', 'Canadian', 'Vegetarian Friendly']",[],"['diner', 'canadian']",['vegetarian friendly'],"['breakfast', 'lunch', 'dinner', 'brunch']",[],"['club sandwich ', 'fries ', 'bread ', 'chicken fajita salad ', 'strip mall ', 'daily specials ', 'worth the wait ', 'attack ', 'mom ']",https://www.tripadvisor.ca/Restaurant_Review-g181743-d685112-Reviews-Grey_s_Boot_Blade-Owen_Sound_Grey_County_Ontario.html,44.57072426,-80.94118957,POINT (-80.94118957000001 44.57072426),582
583,Mudtown Station,"1198 1st Ave E, Owen Sound, Ontario N4K 2E3 Canada",4.2,2.5,"['Brew Pub', 'Bar', 'Contemporary']",[],[],[],[],[],"['cottage fries ', 'burger ', 'charcuterie board ', 'ricotta pie ', 'shoo fly pie ', 'falafel ', 'side salad ', 'trout ', 'bread ', 'greek salad ', 'train station ', 'craft beer ', 'old railway ', 'brown ale ', 'brew pub ', 'great beer ', 'sour beer ']",https://www.tripadvisor.ca/Restaurant_Review-g181743-d14103150-Reviews-Mudtown_Station-Owen_Sound_Grey_County_Ontario.html,44.5722284,-80.94233213,POINT (-80.94233213 44.5722284),583
584,The Curry House,"994 2nd Ave E, Owen Sound, Ontario N4K 2H6 Canada",4.4,2.5,"['Indian', 'Vegetarian Friendly', 'Vegan Options']","[8, 19]",['indian'],"['vegetarian friendly', 'vegan options', 'gluten free options']",[],[],"['butter chicken ', 'naan ', 'indian food ', 'best indian ', 'service was top notch ', 'delicious food ', 'tobermory ', 'combo ']",https://www.tripadvisor.ca/Restaurant_Review-g181743-d8259825-Reviews-The_Curry_House-Owen_Sound_Grey_County_Ontario.html,44.56749458,-80.94335857,POINT (-80.94335857 44.56749458),584
585,The Bleeding Carrot Juice Bar,"945 2nd Ave E, Owen Sound, Ontario N4K 2H5 Canada",4.5,2.5,"['Canadian', 'Soups', 'Vegetarian Friendly']",[],[],[],[],[],"['lunch ', 'tempeh sandwich ', 'mango ', 'brownie ', 'hummus ', 'sandwiches ', 'chilli ', 'vegan food ', 'funky monkey ', 'fresh veggies ', 'maple syrup ', 'love this place ', 'slush ', 'jams ', 'shake ']",https://www.tripadvisor.ca/Restaurant_Review-g181743-d4087243-Reviews-The_Bleeding_Carrot_Juice_Bar-Owen_Sound_Grey_County_Ontario.html,44.5667374,-80.94242227,POINT (-80.94242226999999 44.5667374),585
586,Europa Restaurant & Pizza,"282 8th St E, Owen Sound, Ontario N4K 1L1 Canada",4.5,1,"['Pizza', 'International', 'Mediterranean']",[],"['mediterranean', 'greek', 'pizza', 'international']",['vegetarian friendly'],"['lunch', 'dinner']",[],"['souvlaki ', 'greek salad ', 'pizza ', 'amazing greek food ', 'pita ', 'dough ', 'sauce ', 'homemade ']",https://www.tripadvisor.ca/Restaurant_Review-g181743-d768369-Reviews-Europa_Restaurant_Pizza-Owen_Sound_Grey_County_Ontario.html,44.56410468,-80.94109582,POINT (-80.94109582 44.56410468),586
587,The European bakery,"806 16th St E, Owen Sound, Ontario N4K 1Z1 Canada",4.3,2.5,"['Cafe', 'Canadian', 'Vegetarian Friendly']",[],"['cafe', 'canadian']","['vegetarian friendly', 'vegan options', 'gluten free options']","['breakfast', 'lunch', 'brunch']",[],"['lunch ', 'sandwiches ', 'bread ', 'corned beef ', 'soup ', 'home fries ', 'all day breakfast ', 'great coffee ', 'take home ', 'food was amazing ', 'medical ', 'latte ', 'ingredients ', 'servers ', 'yummy ']",https://www.tripadvisor.ca/Restaurant_Review-g181743-d7282348-Reviews-The_European_bakery-Owen_Sound_Grey_County_Ontario.html,44.57420734,-80.92836777,POINT (-80.92836776999999 44.57420734),587
588,Harrison Park Inn,"137 2nd Ave W, Owen Sound, Ontario N4K 6R5 Canada",4.2,2.5,"['Canadian', 'Vegetarian Friendly', 'Gluten Free Options']",[],['canadian'],"['vegetarian friendly', 'gluten free options']","['breakfast', 'lunch', 'dinner', 'brunch']",[],"['fries ', 'pork burger ', 'ice cream ', 'pancakes ', 'potatoes ', 'soup ', 'bread ', 'beautiful park ', 'dining experience ', 'breakfast menu ', 'awesome food ', 'family restaurant ', 'scraping ', 'clubhouse ', 'acoustics ', 'egg ', 'slice ']",https://www.tripadvisor.ca/Restaurant_Review-g181743-d768379-Reviews-Harrison_Park_Inn-Owen_Sound_Grey_County_Ontario.html,44.5507894,-80.94309354,POINT (-80.94309354000001 44.5507894),588
589,Channing Restaurant,"1002 2nd Ave E, Owen Sound, Ontario N4K 2H7 Canada",4.3,2.5,"['Chinese', 'Asian', 'Cantonese']",[],"['chinese', 'asian']",['vegetarian friendly'],"['lunch', 'dinner']",[],"['wonton soup ', 'beef ', 'shrimp ', 'chinese food ', 'veggies ']",https://www.tripadvisor.ca/Restaurant_Review-g181743-d768361-Reviews-Channing_Restaurant-Owen_Sound_Grey_County_Ontario.html,44.56786045,-80.94350247,POINT (-80.94350247 44.56786045),589
590,Sabitri's Global Cuisine,"941-2nd Ave East, Owen Sound, Ontario N4K 2H5 Canada",4.5,2.5,"['Nepalese', 'Vegetarian Friendly', 'Vegan Options']","[3, 21]",['nepalese'],"['vegetarian friendly', 'vegan options', 'gluten free options']",[],[],"['dumplings ', 'naan ', 'curry ', 'whitefish chowder ', 'nepalese dishes ', 'sesame sauce ', 'lunch buffet is ', 'salt and pepper shakers ', 'just the right amount ', 'visiting owen sound ', 'kathmandu ', 'canadian ', 'vegetables ', 'platter ']",https://www.tripadvisor.ca/Restaurant_Review-g181743-d11684889-Reviews-Sabitri_s_Global_Cuisine-Owen_Sound_Grey_County_Ontario.html,44.56654695,-80.9429123,POINT (-80.9429123 44.56654695),590
591,The Milk Maid,"947 2nd Ave E, Owen Sound, Ontario N4K 2H5 Canada",4.4,2.5,"['Cafe', 'Canadian', 'Vegetarian Friendly']",[],"['cafe', 'canadian']","['vegetarian friendly', 'gluten free options']",['lunch'],[],"['lunch ', 'cheese board ', 'scones ', 'take home ', 'olives ', 'condiments ', 'servers ']",https://www.tripadvisor.ca/Restaurant_Review-g181743-d8545097-Reviews-The_Milk_Maid-Owen_Sound_Grey_County_Ontario.html,44.56664363,-80.94293133,POINT (-80.94293132999999 44.56664363),591
592,Joe Tomato's Restaurant,"1020 10th St W, Owen Sound, Ontario N4K 5S1 Canada",3.8,2.5,"['American', 'Bar', 'Contemporary']","[4, 17]","['bar', 'canadian', 'american', 'contemporary']",[],"['dinner', 'lunch', 'after-hours']",[],[],https://www.tripadvisor.ca/Restaurant_Review-g181743-d768385-Reviews-Joe_Tomato_s_Restaurant-Owen_Sound_Grey_County_Ontario.html,44.5631596,-80.96795229,POINT (-80.96795229 44.5631596),592
593,Birgit's Pastry Cafe,"948 2nd Ave E, Owen Sound, Ontario N4K 2H6 Canada",4.6,2.5,"['Cafe', 'Canadian', 'Soups']",[],"['cafe', 'soups', 'canadian']",['vegetarian friendly'],"['lunch', 'brunch']",[],"['lunch ', 'pastry ', 'soups ', 'sandwich ', 'co op ', 'jewelry ', 'egg ', 'savory ']",https://www.tripadvisor.ca/Restaurant_Review-g181743-d10148678-Reviews-Birgit_s_Pastry_Cafe-Owen_Sound_Grey_County_Ontario.html,44.56670084,-80.94319719,POINT (-80.94319719000001 44.56670084),593
594,Yummy Yummy,"251 10th St E, Owen Sound, Ontario N4K 1S4 Canada",4,2.5,"['Japanese', 'Sushi', 'Asian']",[],[],[],[],[],"['sushi ', 'maki rolls ', 'salad ', 'all you can eat ', 'vegetarian options ', 'servers ', 'supper ']",https://www.tripadvisor.ca/Restaurant_Review-g181743-d2089188-Reviews-Yummy_Yummy-Owen_Sound_Grey_County_Ontario.html,44.56760982,-80.94237635,POINT (-80.94237635 44.56760982),594
595,Boston Pizza,"1606 16th St E, Owen Sound, Ontario N4K 5N3 Canada",3.9,2.5,"['Italian', 'Pizza', 'Canadian']",[],[],[],[],[],"['pizza ', 'hockey team ', 'family dinner ', 'great lunch ', 'bp ', 'server ', 'dough ', 'toppings ', 'supper ']",https://www.tripadvisor.ca/Restaurant_Review-g181743-d682754-Reviews-Boston_Pizza-Owen_Sound_Grey_County_Ontario.html,44.57500619,-80.91609403,POINT (-80.91609403 44.57500619),595
596,The Bean Cellar,"9th St. E, Owen Sound, Ontario N4K 1N8 Canada",4.6,1,"['Cafe', 'Canadian', 'Soups']","[4, 39]","['cafe', 'canadian', 'soups']","['vegetarian friendly', 'vegan options']",[],[],[],https://www.tripadvisor.ca/Restaurant_Review-g181743-d709669-Reviews-The_Bean_Cellar-Owen_Sound_Grey_County_Ontario.html,44.5673111,-80.9300312,POINT (-80.9300312 44.5673111),596
597,East Side Mario's Owen Sound,"1315 16th St E, Owen Sound, Ontario N4K 1Z4 Canada",3.7,2.5,"['Italian', 'Pizza', 'Canadian']",[],"['italian', 'pizza', 'canadian']","['vegetarian friendly', 'vegan options', 'gluten free options']","['lunch', 'dinner', 'after-hours']",[],"['salad ', 'salmon ', 'pasta meal ', 'had lunch there today ', 'nice dinner ', 'quick service ', 'waitress ']",https://www.tripadvisor.ca/Restaurant_Review-g181743-d768368-Reviews-East_Side_Mario_s_Owen_Sound-Owen_Sound_Grey_County_Ontario.html,44.57391595,-80.91986463,POINT (-80.91986463000001 44.57391595),597
598,Ted & Grace's Snack Bar,"1395 2nd Ave W, Owen Sound, Ontario N4K 4N5 Canada",4.5,1,"['Quick Bites', 'Fast food', 'Canadian']",[],"['fast food', 'canadian']",[],"['lunch', 'dinner']","['takeout', 'wheelchair accessible', 'seating']","['fries ', 'chicken ', 'new owners ', 'great food ', 'bun ']",https://www.tripadvisor.ca/Restaurant_Review-g181743-d5032960-Reviews-Ted_Grace_s_Snack_Bar-Owen_Sound_Grey_County_Ontario.html,44.57313649,-80.94728315,POINT (-80.94728315 44.57313649),598
599,Chef Wok,"845 10th St W, Owen Sound, Ontario N4K 6S1 Canada",4.1,2.5,"['Chinese', 'Asian']",[],"['chinese', 'asian']",[],"['breakfast', 'lunch', 'dinner']","['delivery', 'takeout']",[],https://www.tripadvisor.ca/Restaurant_Review-g181743-d768362-Reviews-Chef_Wok-Owen_Sound_Grey_County_Ontario.html,44.56613882,-80.96056946,POINT (-80.96056946 44.56613882),599
600,Domino's Pizza,"875 10th St W, Owen Sound, Ontario N4K 6S1 Canada",4.3,1,"['Pizza', 'Fast food', 'Canadian']",[],"['pizza', 'fast food', 'canadian']",[],"['dinner', 'lunch']","['delivery', 'takeout', 'wheelchair accessible']",[],https://www.tripadvisor.ca/Restaurant_Review-g181743-d768367-Reviews-Domino_s_Pizza-Owen_Sound_Grey_County_Ontario.html,44.5660412,-80.96116792,POINT (-80.96116791999999 44.5660412),600
601,Jazzmyn's,"261 9th St E, Owen Sound, Ontario N4K 1N8 Canada",3.9,2.5,['Bar'],"[4, 15]",['bar'],[],['dinner'],[],"['salmon ', 'potatoes ', 'wonderful meal ', 'chef ', 'serving ']",https://www.tripadvisor.ca/Restaurant_Review-g181743-d887334-Reviews-Jazzmyn_s-Owen_Sound_Grey_County_Ontario.html,44.56579303,-80.94180277,POINT (-80.94180277 44.56579303),601
602,Wanda & Mikes Family Restaurant,"740 9th Ave E, Owen Sound, Ontario N4K 3E5 Canada",4.6,1,"['Pizza', 'Canadian']",[],"['canadian', 'pizza']",[],"['breakfast', 'lunch', 'brunch']","['wheelchair accessible', 'seating', 'table service']",[],https://www.tripadvisor.ca/Restaurant_Review-g181743-d4873884-Reviews-Wanda_Mikes_Family_Restaurant-Owen_Sound_Grey_County_Ontario.html,44.56448988,-80.92745537,POINT (-80.92745537 44.56448988),602
603,Golden Buffet,"640 10th St W, Owen Sound, Ontario N4K 3R9 Canada",3.9,2.5,"['Chinese', 'Asian', 'South American']",[],"['chinese', 'central american', 'asian', 'south american']",['vegetarian friendly'],"['dinner', 'lunch']",[],"['crab legs ', 'sushi ', 'wonton soup ', 'chinese buffet ', 'food quality ', 'ambience ']",https://www.tripadvisor.ca/Restaurant_Review-g181743-d12423571-Reviews-Golden_Buffet-Owen_Sound_Grey_County_Ontario.html,44.56701715,-80.95520241,POINT (-80.95520241 44.56701715),603
604,The Nook Creperie Inc.,"26 Pembroke St W, Pembroke, Ontario K8A 5M3 Canada",4.6,2.5,"['French', 'European', 'Fusion']",[],[],[],[],[],"['brunch ', 'crepes ', 'salad ', 'lox ', 'lindt chocolate ', 'girls night ', 'balsamic reduction ', 'wonderful lunch ', 'goat cheese ', 'wait staff ', 'love this place ', 'ottawa valley ', 'small town ', 'big city ', 'dessert ', 'samantha ', 'kensington ']",https://www.tripadvisor.ca/Restaurant_Review-g181741-d1889301-Reviews-The_Nook_Creperie_Inc-Pembroke_Ontario.html,45.8363456,-77.15692583,POINT (-77.15692583000001 45.8363456),604
605,Ullrich's on Main,"214 Pembroke St W, Pembroke, Ontario K8A 5N2 Canada",4.5,2.5,"['German', 'Deli', 'Canadian']",[],"['german', 'soups', 'deli', 'canadian']","['vegetarian friendly', 'vegan options', 'gluten free options']","['brunch', 'lunch']",[],"['lunch ', 'sandwich ', 'soup ', 'preserves ', 'fries ', 'wontons ', 'brie ', 'the cash register ', 'fabulous food ', 'regular menu ', 'excellent meal ', 'quality of food ', 'the wait staff ', 'deli ', 'meats ', 'canada ', 'garlic ']",https://www.tripadvisor.ca/Restaurant_Review-g181741-d768520-Reviews-Ullrich_s_on_Main-Pembroke_Ontario.html,45.8246651,-77.1177556,POINT (-77.1177556 45.8246651),605
606,The Courtyard Bistro,"66 Pembroke St W, Pembroke, Ontario K8A 5M6 Canada",4.3,2.5,"['Contemporary', 'Canadian', 'Vegetarian Friendly']","[10, 19]","['contemporary', 'canadian']","['vegan options', 'gluten free options', 'vegetarian friendly']",[],[],"['flatbread ', 'cheesecake ', 'smoked meat ', 'chicken ', 'soup ', 'lovely dinner ', 'vegetarian options ', 'their job ', 'highly recommend this restaurant ', 'food was great ', 'prices are reasonable ', 'first choice ', 'love this place ', 'server ', 'appetizers ', 'caesar ', 'establishment ']",https://www.tripadvisor.ca/Restaurant_Review-g181741-d11701659-Reviews-The_Courtyard_Bistro-Pembroke_Ontario.html,45.82583164,-77.1140154,POINT (-77.1140154 45.82583164),606
607,Anthony's Italian Grill,"133 Pembroke St E, Pembroke, Ontario K8A 3J5 Canada",4.2,2.5,"['Italian', 'Canadian', 'Vegetarian Friendly']",[],"['italian', 'canadian']","['vegetarian friendly', 'gluten free options']",['dinner'],[],"['veal ', 'bocconcini ', 'homemade pasta ', 'salad ', 'coconut shrimp ', 'potatoes ', 'enjoyable evening ', 'wonderful dinner ', 'definitely recommend this restaurant ', 'anniversary dinner ', 'one word ', 'quality of food ', 'appetizers ', 'server ', 'palate ', 'crispy ']",https://www.tripadvisor.ca/Restaurant_Review-g181741-d3783021-Reviews-Anthony_s_Italian_Grill-Pembroke_Ontario.html,45.8279805,-77.0981972,POINT (-77.0981972 45.8279805),607
608,Sumo Sushi & Grill,"69 Pembroke St W, Pembroke, Ontario K8A 5M5 Canada",4.2,2.5,"['Chinese', 'Japanese', 'Sushi']",[],"['chinese', 'japanese', 'sushi', 'asian']","['vegetarian friendly', 'gluten free options']","['lunch', 'dinner']",[],"['sushi ', 'fish soup ', 'general tao chicken ', 'great times ', 'an early dinner ', 'awesome food ', 'family restaurant ', 'annie ', 'ottawa ']",https://www.tripadvisor.ca/Restaurant_Review-g181741-d7082241-Reviews-Sumo_Sushi_Grill-Pembroke_Ontario.html,45.82601318,-77.11438647,POINT (-77.11438647 45.82601318),608
609,Finnigan's Pembroke,"955 Pembroke St E, Pembroke, Ontario K8A 3M3 Canada",3.8,2.5,"['Bar', 'Canadian', 'Vegetarian Friendly']",[],"['canadian', 'bar']",['vegetarian friendly'],"['breakfast', 'dinner', 'lunch']",[],"['wings ', 'salad ', 'comfort inn ', 'place to eat ', 'beer ', 'supper ']",https://www.tripadvisor.ca/Restaurant_Review-g181741-d3418553-Reviews-Finnigan_s_Pembroke-Pembroke_Ontario.html,45.82526158,-77.08873016,POINT (-77.08873016 45.82526158),609
610,Fresco Cafe Grill,"660 Pembroke St E, Pembroke, Ontario K8A 3M1 Canada",4.1,2.5,"['Canadian', 'Vegetarian Friendly', 'Vegan Options']","[5, 11]",['canadian'],"['vegetarian friendly', 'gluten free options', 'vegan options']",[],[],"['eggs benedict ', 'english muffin ', 'all day breakfast ', 'portions are huge ', 'place for lunch ', 'great lunch ', 'waitress ', 'colleen ', 'servers ', 'presentation ']",https://www.tripadvisor.ca/Restaurant_Review-g181741-d779877-Reviews-Fresco_Cafe_Grill-Pembroke_Ontario.html,45.82638515,-77.09409869,POINT (-77.09409869 45.82638515),610
611,Klaesis Bakery and Cafe,"361 Isabella St, Pembroke, Ontario K8A 5T3 Canada",4.4,2.5,"['Bakeries', 'German', 'Cafe']",[],"['german', 'cafe', 'european', 'canadian']",['vegetarian friendly'],"['lunch', 'breakfast']",[],[],https://www.tripadvisor.ca/Restaurant_Review-g181741-d1874893-Reviews-Klaesis_Bakery_and_Cafe-Pembroke_Ontario.html,45.8227849,-77.120444,POINT (-77.12044400000001 45.8227849),611
612,Westwinds Restaurant,"1 International Dr, Pembroke, Ontario K8A 6W5 Canada",3.9,2.5,"['Canadian', 'Vegetarian Friendly', 'Gluten Free Options']","[4, 30]",['canadian'],"['gluten free options', 'vegetarian friendly']",[],[],"['prime rib ', 'club sandwich ', 'meatballs ', 'roast beef ', 'burger ', 'complimentary breakfast the next morning ', 'delicious fish and chips ', 'great food and service ', 'server ', 'supper ']",https://www.tripadvisor.ca/Restaurant_Review-g181741-d779777-Reviews-Westwinds_Restaurant-Pembroke_Ontario.html,45.79874805,-77.11635146,POINT (-77.11635146 45.79874805),612
613,Dineamics Food and Drink,"Pembroke St.,, Pembroke, Ontario Canada",4,2.5,"['American', 'Bar', 'Canadian']",[],"['bar', 'canadian', 'american']","['gluten free options', 'vegetarian friendly']","['lunch', 'dinner', 'after-hours']",[],[],https://www.tripadvisor.ca/Restaurant_Review-g181741-d5524863-Reviews-Dineamics_Food_and_Drink-Pembroke_Ontario.html,43.134182,-71.4470463,POINT (-71.4470463 43.134182),613
614,Madameek,"244 Pembroke St W, Pembroke, Ontario K8A 5N2 Canada",4.5,2.5,"['Lebanese', 'Fast food', 'Mediterranean']",[],"['lebanese', 'fast food', 'middle eastern', 'mediterranean']","['vegetarian friendly', 'halal']","['lunch', 'dinner']",[],"['shawarma ', 'hummus ', 'lebanese ', 'petawawa ', 'wrap ', 'meat ', 'ottawa ', 'takeout ', 'filling ']",https://www.tripadvisor.ca/Restaurant_Review-g181741-d4359691-Reviews-Madameek-Pembroke_Ontario.html,43.14291482,-71.45418937,POINT (-71.45418936999999 43.14291482),614
615,Bonanza Restaurant,"119 Pembroke St W, Pembroke, Ontario K8A 5M7 Canada",4.3,1,"['Canadian', 'Vegetarian Friendly']",[],['canadian'],['vegetarian friendly'],"['breakfast', 'lunch', 'dinner']",[],[],https://www.tripadvisor.ca/Restaurant_Review-g181741-d768476-Reviews-Bonanza_Restaurant-Pembroke_Ontario.html,45.82559402,-77.11558042,POINT (-77.11558042 45.82559402),615
616,Janna & Kerry's Over Easy Bar & Grill,"27 Pembroke St W, Pembroke, Ontario K8A 5M4 Canada",4.1,2.5,"['Mexican', 'Bar', 'Cafe']",[],"['bar', 'mexican', 'cafe', 'pub']",['vegetarian friendly'],"['dinner', 'brunch', 'breakfast', 'lunch', 'drinks']",[],[],https://www.tripadvisor.ca/Restaurant_Review-g181741-d10435292-Reviews-Janna_Kerry_s_Over_Easy_Bar_Grill-Pembroke_Ontario.html,45.83656384,-77.1567005,POINT (-77.1567005 45.83656384),616
617,Pembroke Big Stop Restaurant,"1751 Paul Martin Dr, Pembroke, Ontario K8A 6W5 Canada",4.2,1,"['American', 'Canadian']",[],"['canadian', 'american']",[],"['dinner', 'breakfast', 'lunch', 'brunch']","['takeout', 'wheelchair accessible', 'seating', 'table service']","['fries ', 'burger ', 'convenience store ', 'traditional breakfast ', 'truck stop ', 'highway ', 'plate ']",https://www.tripadvisor.ca/Restaurant_Review-g181741-d4044106-Reviews-Pembroke_Big_Stop_Restaurant-Pembroke_Ontario.html,45.7982455,-77.1147596,POINT (-77.1147596 45.7982455),617
618,Blendz Smoothie Shop & Healthy Eatery,"20 Pembroke St W, Pembroke, Ontario K8A 5M3 Canada",4.7,2.5,"['Cafe', 'Fusion', 'Healthy']","[5, 19]","['fusion', 'healthy', 'soups', 'cafe']",[],"['breakfast', 'lunch', 'dinner', 'brunch']",[],"['lunch ', 'soup ', 'pure kitchen ', 'vegan ', 'smoothies ', 'ottawa ', 'atmosphere ', 'taste ', 'menu ']",https://www.tripadvisor.ca/Restaurant_Review-g181741-d15235446-Reviews-Blendz_Smoothie_Shop_Healthy_Eatery-Pembroke_Ontario.html,45.8363036,-77.15686377,POINT (-77.15686377 45.8363036),618
619,Nick's Chicken House,"450 Pembroke St E, Pembroke, Ontario K8A 3L2 Canada",3.9,2.5,"['Quick Bites', 'Pizza', 'Canadian']",[],"['pizza', 'canadian']",[],"['lunch', 'dinner']","['takeout', 'delivery']","['chicken ', 'pizza ', 'kfc ', 'toppings ', 'cheese ', 'yummy ']",https://www.tripadvisor.ca/Restaurant_Review-g181741-d768505-Reviews-Nick_s_Chicken_House-Pembroke_Ontario.html,45.8277282,-77.1013082,POINT (-77.10130820000001 45.8277282),619
620,Thai Gardens,"88 Pembroke St W, Pembroke, Ontario K8A 5M6 Canada",3.8,2.5,"['Asian', 'Thai', 'Vegetarian Friendly']",[],"['asian', 'thai']","['vegetarian friendly', 'vegan options']","['lunch', 'dinner']",[],[],https://www.tripadvisor.ca/Restaurant_Review-g181741-d1857749-Reviews-Thai_Gardens-Pembroke_Ontario.html,45.82568723,-77.11451993,POINT (-77.11451993 45.82568723),620
621,East Side Mario's,"100 Pembroke St E, Pembroke, Ontario K8A 8A3 Canada",3.3,2.5,"['Italian', 'Pizza', 'International']",[],"['italian', 'pizza', 'international', 'canadian']",[],"['lunch', 'dinner']","['delivery', 'takeout', 'reservations', 'seating', 'parking available', 'television', 'highchairs available', 'wheelchair accessible', 'serves alcohol', 'full bar', 'table service']","['salad ', 'great variety of drinks ', 'fast food ', 'nit ', 'hockey ']",https://www.tripadvisor.ca/Restaurant_Review-g181741-d779882-Reviews-East_Side_Mario_s-Pembroke_Ontario.html,45.8260212,-77.1112957,POINT (-77.1112957 45.8260212),621
622,Fresh Healthy Café,"1100 Pembroke St E, Pembroke, Ontario K8A 6Z2 Canada",4.6,1,['Canadian'],[],['canadian'],[],"['breakfast', 'lunch', 'dinner']",[],[],https://www.tripadvisor.ca/Restaurant_Review-g181741-d5293104-Reviews-Fresh_Healthy_Cafe-Pembroke_Ontario.html,45.8207116,-77.0851029,POINT (-77.0851029 45.8207116),622
623,The Nelson Street Pub,"207 Nelson St, Pembroke, Ontario K8A 3N1 Canada",3.9,3,"['Pub', 'Gastropub', 'Canadian']",[],[],[],[],[],[],https://www.tripadvisor.ca/Restaurant_Review-g181741-d17209781-Reviews-The_Nelson_Street_Pub-Pembroke_Ontario.html,45.8286584,-77.1087932,POINT (-77.10879319999999 45.8286584),623
624,Pizza Hut,"1229 Pembroke St W, Pembroke, Ontario K8A 5R3 Canada",3.5,2.5,"['Mexican', 'Pizza']",[],"['pizza', 'mexican']",[],"['dinner', 'lunch']","['takeout', 'seating', 'wheelchair accessible', 'table service']",[],https://www.tripadvisor.ca/Restaurant_Review-g181741-d768508-Reviews-Pizza_Hut-Pembroke_Ontario.html,45.8329248,-77.14754959,POINT (-77.14754959 45.8329248),624
625,Kingburger Restaurant,"1294 Pembroke St W, Pembroke, Ontario K8A 7A2 Canada",4,1,"['Quick Bites', 'Fast food', 'Canadian']",[],"['canadian', 'fast food']",[],"['lunch', 'breakfast', 'dinner']",[],[],https://www.tripadvisor.ca/Restaurant_Review-g181741-d768497-Reviews-Kingburger_Restaurant-Pembroke_Ontario.html,45.83347364,-77.15021837,POINT (-77.15021837 45.83347364),625
626,Bistro 900,"900 Pembroke St E, Pembroke, Ontario K8A 3M2 Canada",3.6,2.5,"['Canadian', 'Vegetarian Friendly']","[10, 15]",['canadian'],['vegetarian friendly'],[],[],[],https://www.tripadvisor.ca/Restaurant_Review-g181741-d768506-Reviews-Bistro_900-Pembroke_Ontario.html,45.82552636,-77.09048787,POINT (-77.09048787 45.82552636),626
627,Square Plates Family Restaurant,"836 Armour Rd, Peterborough, Ontario K9H 2A2 Canada",4.6,1,"['American', 'Diner', 'Canadian']",[],[],[],[],[],"['brunch ', 'home fries ', 'western omelette ', 'liver and onions ', 'eggs bennie ', 'sandwich ', 'fresh cut fries ', 'schnitzel ', 'soup ', 'bread ', 'steak ', 'chicken ', 'the owner chef ', 'traditional breakfast ', 'bang for your buck ', 'breakfast place ', 'amazing food ']",https://www.tripadvisor.ca/Restaurant_Review-g155008-d4852685-Reviews-Square_Plates_Family_Restaurant-Peterborough_Ontario.html,44.32022873,-78.31008246,POINT (-78.31008246 44.32022873),627
628,The Imperial Tandoor,"554 Lansdowne St W, Peterborough, Ontario K9J 8J7 Canada",4.6,2.5,"['Indian', 'Healthy', 'Vegetarian Friendly']",[],[],[],[],[],"['saffron rice ', 'naan ', 'lamb roganjosh ', 'chaat ', 'mango ', 'chicken ', 'ice cream ', 'indian food ', 'best indian ', 'larger cities ', 'vegetarian dishes ', 'appetizer platter ', 'east indian ', 'chai tea ', 'fabulous meal ', 'including tip ', 'from scratch ']",https://www.tripadvisor.ca/Restaurant_Review-g155008-d12826314-Reviews-The_Imperial_Tandoor-Peterborough_Ontario.html,44.2876325,-78.3232586,POINT (-78.3232586 44.2876325),628
629,Wee Wok Express,"337 George St S, Peterborough, Ontario K9J 3C8 Canada",4.6,2.5,"['Chinese', 'Asian', 'Cantonese']","[5, 11]","['chinese', 'asian']","['vegetarian friendly', 'vegan options']",[],[],"['chicken balls ', 'shanghai noodles ', 'general tao chicken ', 'egg rolls ', 'spring rolls ', 'chinese food ', 'take out ', 'fresh ingredients ', 'delivery ', 'order ', 'dishes ', 'combos ', 'leftovers ', 'pickup ', 'hype ']",https://www.tripadvisor.ca/Restaurant_Review-g155008-d5037970-Reviews-Wee_Wok_Express-Peterborough_Ontario.html,44.2933722,-78.3193205,POINT (-78.3193205 44.2933722),629
630,Two Dishes Cookshop,"261 Charlotte St, Peterborough, Ontario K9J 2V3 Canada",4.5,2.5,"['Canadian', 'Vegetarian Friendly', 'Vegan Options']","[9, 19]",['canadian'],"['vegetarian friendly', 'vegan options', 'gluten free options']",[],[],"['brunch ', 'homemade bread ', 'salad ', 'peas ', 'poached eggs ', 'fries ', 'salmon ', 'creative menu ', 'huge portions ', 'amazing food ', 'classic breakfast ', 'mouth watering ', 'every bite ', 'twist ', 'leftovers ', 'servings ', 'combo ']",https://www.tripadvisor.ca/Restaurant_Review-g155008-d6529054-Reviews-Two_Dishes_Cookshop-Peterborough_Ontario.html,44.3031599,-78.3241399,POINT (-78.32413990000001 44.3031599),630
